ORGID,Region,Wing,Unit,NextLevel,Name,Type,DateChartered,Status,Scope,UsrID,DateMod,FirstUsr,DateCreated,DateReceived,OrgNotes
531,"NCR","NE","019",83,"OMAHA COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","ddaniel","09/08/1999","converted","10/29/1998","02/23/2004","Lower level entrance on East end of NRD bldg - Seniors meet on 1st and 3rd Mondays - Cadets meet every Monday.  Meetings are not held on federal holidays or the week between Christmas and New Years."
532,"GLR","WI","999",156,"WISCONSIN LEGISLATIVE SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","hament","12/23/1998","converted","10/29/1998","02/23/2004",""
533,"SER","FL","435",769,"TYNDALL PANAMA COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","levitchja","03/13/2007","converted","10/29/1998","02/23/2004","Cadets meet weekly at Forest Park Methodist Church in Panama City.  Senior members are welcome at any meeting, but a meeting specifically for seniors occurs on the 1st and 3rd Thursday of each month unless otherwise announced.  "
535,"PCR","OR","007",930,"MEDFORD COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","joneskc5","11/01/2010","converted","10/29/1998","02/23/2004","Commander is Capt Brian MonasmithDeputy Commander of Seniors is Capt Leo MarinDeputy Commander of Cadets is Capt John Castle"
536,"NER","PA","049",904,"PHILADELPHIA COMPOSITE SQDN 102","COMPOSITE","01/01/1900","ACTIVE","UNIT","jwright","12/27/2001","converted","10/29/1998","02/23/2004",""
537,"NER","PA","160",904,"WILLOW GROVE JRB COMP SQDN 902","COMPOSITE","01/01/1900","ACTIVE","UNIT","neesemk","04/23/2015","converted","10/29/1998","02/23/2004",""
540,"NER","NJ","096",1119,"PINELAND COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","yullem","11/22/2011","converted","10/29/1998","02/23/2004","Pineland HQ is located on the West side of the airport.  Follow signs on the gate."
541,"PCR","CA","006",188,"SOUTH COAST GROUP 7","GROUP","01/01/1900","ACTIVE","GROUP","sparker","05/26/1999","converted","10/29/1998","02/23/2004",""
542,"MER","NC","126",2431,"GOLDSBORO COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","crawfordde","09/19/2012","converted","10/29/1998","02/23/2004","Please note location is on Seymour Johnson Air Force Base. Please contact unit contacts 24 hours in advance for access to base."
543,"SER","FL","376",1388,"MARCO ISLAND SENIOR SQUADRON","SENIOR","01/01/1900","ACTIVE","UNIT","wrightjm2","05/30/2012","converted","10/29/1998","02/23/2004","Seniors meet 1st  3rd Mondays at 1900 at the hangar. "
544,"SER","MS","051",846,"SINGING RIVER SENIOR SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","becka2","02/03/2014","converted","10/29/1998","02/23/2004",""
546,"GLR","WI","194",2219,"RIB MOUNTAIN FLIGHT","FLIGHT","01/01/1900","ACTIVE","UNIT","becka2","03/25/2014","converted","10/29/1998","02/23/2004",""
547,"RMR","ID","096",46,"POCATELLO COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","deanj","08/12/2010","converted","10/29/1998","02/23/2004","Squaudron meets each thurday night at 630PM"
548,"SWR","AZ","075",597,"SCOTTSDALE SENIOR SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","readybn","02/01/2011","converted","10/29/1998","02/23/2004","MEETS ON 2ND & 4TH MONDAY OF MONTH."
549,"NER","NY","048",217,"WESTCHESTER CADET SQDN 1","CADET","01/01/1900","ACTIVE","UNIT","jonesgd","03/27/2001","converted","10/29/1998","02/23/2004",""
550,"NER","NY","033",217,"PUTNAM COUNTY COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","03/27/2001","converted","10/29/1998","02/23/2004",""
552,"NCR","MO","102",885,"GROUP 3, MISSOURI WING","GROUP","01/01/1900","ACTIVE","GROUP","hament","12/23/1998","converted","10/29/1998","02/23/2004","Management HQ echelon only. See Sedalia (for Cadets) and Warrensburg (For Adult members) who are the closest units to Whiteman AFB.  The CAP Building is located on 3315 E. Broadway Blvd,  cross street Air Center Circle. The best place to park is on the paved part of Air Center Circle adjacent to the CAP Building.  "
554,"GLR","IL","016",1078,"GROUP 2 HQ","GROUP","01/01/1900","ACTIVE","GROUP","becka2","09/20/2013","converted","10/29/1998","02/23/2004","This is only Group 2 HQ, Management for the Squadrons.  New members are welcomed by the squadrons in the group."
555,"MER","DC","001",687,"NATIONAL CAPITAL WING HQ","WING","01/01/1900","ACTIVE","WING","converted","05/01/1997","converted","10/29/1998","02/23/2004","POVs without a base decal must go to visitor center first."
557,"SER","MS","100",846,"MAJOR JAMES MCKINNIE COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","07/29/2005","converted","10/29/1998","02/23/2004","We are Developing a FMC Squadron of winning teammates. Our Motto - The Team is no greater than its weakest Player! We are welcoming new members!"
558,"SWR","AZ","046",597,"COCHISE COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","readybn","02/01/2011","converted","10/29/1998","02/23/2004","Meetings at Murr Community Center on Ft. Huachuca on Thursdays @ 630pm---newcomers always welcome!"
559,"SWR","AZ","106",597,"NEOTOMA COMPOSITE SQDN ","COMPOSITE","01/01/1900","ACTIVE","UNIT","wrightjm2","01/14/2013","converted","10/29/1998","02/23/2004",""
560,"MER","NC","004",208,"GROUP FOUR HEADQUARTERS","GROUP","01/01/1900","ACTIVE","GROUP","jgriggs","04/01/2009","converted","10/29/1998","01/04/2009",""
561,"NCR","ND","000",1228,"ND WING HQ SQ","SENIOR","01/01/1900","ACTIVE","UNIT","RSKONEKI","09/03/1999","converted","10/29/1998","02/23/2004",""
562,"NCR","ND","005",1228,"GRAND FORKS COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","RSKONEKI","09/03/1999","converted","10/29/1998","02/23/2004","CADET & CADET PROGRAM OFFICERS MEET EVERY THURS AT 1820.  OFFICERS (ADULTS) MEET THE 2ND & 4TH THURS OF MONTH.  MEETINGS ARE ON 2ND FLOOR OF NATL GUARD ARMORY."
563,"NCR","ND","119",1228,"119TH ANG CADET SQDN","CADET","01/01/1900","ACTIVE","UNIT","jwright","11/08/2001","converted","10/29/1998","02/23/2004",""
564,"PCR","OR","055",930,"MAHLON SWEET COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","joneskc5","11/01/2010","converted","10/29/1998","02/23/2004",""
565,"PCR","OR","073",930,"COLUMBIA COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","joneskc5","11/01/2010","converted","10/29/1998","02/23/2004","Visitors and guests must call ahead for access to the ANG Base."
568,"PCR","OR","099",930,"MCMINNVILLE COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","joneskc5","11/01/2010","converted","10/29/1998","02/23/2004","Meet in the Evergreen Space Museum "
570,"PCR","WA","021",2664,"21ST FAIRCHILD COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","lantzrn","09/19/2014","converted","10/29/1998","02/23/2004","Please contact a squadron representative prior to entering Fairchild AFB.  Without military ID or an assigned escort, access is restricted."
571,"PCR","WA","050",2665,"OVERLAKE COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","lantzrn","09/19/2014","converted","10/29/1998","02/23/2004","Meeting is located at the Redmond Readiness Center, WA Army National Guard."
572,"PCR","WA","068",2665,"NORTHSHORE COMPOSITE SQDN","COMPOSITE","10/20/1967","ACTIVE","UNIT","lantzrn","09/19/2014","converted","10/29/1998","02/23/2004","If arriving after 1830 (when no one is posted at the gate), please call Capt Jackson at 650-400-3759 for gate entry. DO NOT USE SECURITY PHONE AT GATE! "
574,"NCR","MN","131",633,"FT SNELLING CADET SQUADRON","CADET","01/01/1900","ACTIVE","UNIT","millersg","02/04/2004","converted","10/29/1998","02/23/2004","Guests are welcome.  Please contact us for additional information on our meeting location.  Thank you. "
575,"NCR","MN","001",244,"MINNESOTA WING HQ","WING","01/01/1900","ACTIVE","WING","converted","05/01/1997","converted","10/29/1998","02/23/2004",""
576,"NCR","MN","030",633,"VIKING COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004",""
577,"NCR","MN","047",317,"SOUTHEAST MINNESOTA COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004","Unit meets every Thursday, except on the 5th Thursday of the month."
578,"NCR","MN","048",317,"MANKATO COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004",""
579,"SWR","NM","001",1343,"NEW MEXICO WING HQ","WING","01/01/1900","ACTIVE","WING","converted","05/01/1997","converted","10/29/1998","02/23/2004","Contacts e-mail: Corliss.Grubert@kirtalnd.af.mil"
580,"SWR","NM","000",579,"NEW MEXICO RESERVE SQUADRON","SENIOR","01/01/1900","ACTIVE","UNIT","jgriggs","07/23/2008","converted","10/29/1998","02/23/2004",""
585,"NER","NY","390",495,"VANGUARD COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","wrightjm2","01/18/2008","converted","10/29/1998","01/16/2008","MEETINGS AT FREEHOLD COMMUNITY CENTER NEXT TO FIREHOUSE."
587,"GLR","OH","210",1837,"RICKENBACKER ANGB COMP SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","neesemk","04/23/2015","converted","10/29/1998","02/23/2004",""
589,"NER","NJ","035",91,"TEANECK COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","06/28/2006","converted","10/29/1998","02/23/2004","Major Sean Dunn Unit Commander effective 29 Mar 16."
591,"GLR","OH","275",1350,"AKRON-CANTON SENIOR FLYING SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","yanakkd","07/16/2002","converted","10/29/1998","02/23/2004",""
592,"GLR","OH","277",1350,"TUSCO COMPOSITE SQUADON","COMPOSITE","01/01/1900","ACTIVE","UNIT","yanakkd","07/17/2002","converted","10/29/1998","02/23/2004",""
593,"GLR","WI","053",2218,"WILD RIVER COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","delaneyjf","10/25/2005","converted","10/29/1998","02/23/2004",""
594,"GLR","WI","058",2218,"SUPER R. I. BONG SENIOR","SENIOR","01/01/1900","ACTIVE","UNIT","jgriggs","02/25/2010","converted","10/29/1998","02/23/2004",""
596,"GLR","WI","135",2219,"EAGLE RIVER COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","02/10/2012","converted","10/29/1998","02/23/2004","CADETS MEET 1ST, 2ND AND 4TH TUESDAYS AT 1800.  SENIORS MEET SUNDAYS AT 1300."
597,"SWR","AZ","001",1343,"ARIZONA WING HQ","WING","01/01/1900","ACTIVE","WING","RSKONEKI","09/01/1999","converted","10/29/1998","02/23/2004","Staff meeting locations announced by CS"
598,"GLR","WI","144",2222,"OZAUKEE COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","delaneyjf","10/27/2005","converted","10/29/1998","02/23/2004",""
599,"GLR","WI","151",2221,"GREEN COUNTY FLIGHT","FLIGHT","01/01/1900","ACTIVE","UNIT","jgriggs","02/24/2010","converted","10/29/1998","02/23/2004",""
601,"RMR","WY","002",929,"492ND EMERGENCY SERVICES COMP SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","schneidergn","04/26/2013","converted","10/29/1998","02/23/2004",""
602,"RMR","WY","019",929,"TETON COUNTY SENIOR SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","neesemk","11/03/2015","converted","10/29/1998","02/23/2004",""
603,"NER","NER","000",265,"NORTHEAST REGION HQ SQ","SENIOR","01/01/1900","ACTIVE","UNIT","ddaniel","09/08/1999","converted","10/29/1998","02/23/2004",""
605,"MER","MD","085",1684,"APOLLO I SENIOR SQUADRON","SENIOR","01/01/1900","ACTIVE","UNIT","jgriggs","06/23/2010","converted","10/29/1998","02/23/2004","Meets first Tuesday of each month, unless otherwise noted."
606,"MER","SC","075",124,"SUMTER COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","smithfh2","03/21/2013","converted","10/29/1998","02/23/2004","The CAP squadron building is the blue and white facility on the right of the airport T-hangers at the Sumter Municipal Airport ."
607,"NER","MA","071",1475,"PILGRIM COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/31/2001","converted","10/29/1998","02/23/2004",""
610,"SWR","LA","007",194,"LAKE CHARLES COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","wolfjj","04/29/2008","converted","10/29/1998","02/23/2004",""
613,"SWR","LA","019",194,"GENERAL CLAIRE L. CHENNAULT SENIOR SQUADRON","SENIOR","01/01/1900","ACTIVE","UNIT","becka2","03/26/2015","converted","10/29/1998","02/23/2004","Training every 4th Saturday of each month."
615,"SWR","LA","067",194,"CENTRAL LOUISIANA COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","wolfjj","04/29/2008","converted","10/29/1998","02/23/2004",""
617,"PCR","NV","001",434,"NEVADA WING HQ","WING","01/01/1900","ACTIVE","WING","converted","05/09/1997","converted","10/29/1998","02/23/2004",""
621,"PCR","NV","064",617,"NELLIS SENIOR SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","converted","05/09/1997","converted","10/29/1998","02/23/2004",""
622,"NER","NY","072",751,"ROCKLAND CADET SQDN","CADET","01/01/1900","ACTIVE","UNIT","granvilleaw","02/06/2002","converted","10/29/1998","02/23/2004",""
624,"GLR","OH","115",1837,"CAPT EDDIE RICKENBACKER COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","carrcl","03/12/2004","converted","10/29/1998","02/23/2004","We meet every Monday at 1900 (700 PM). The meeting takes place at VFW Post 8794 4100 E. Main St, Whitehall, OH 43213 . Meetings end at 2100 (900 PM) The building is tucked in the back, but easy to find if you turn by Buckeye City Motorsports."
625,"SER","FL","323",979,"FERNANDINA SENIOR SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004","MEETS FIRST SAT OF MONTH AT 1000.  ALSO SAFETY MEETING 3RD WED OF MONTH AT 1900."
626,"PCR","AK","001",434,"ALASKA WING HQ","WING","01/01/1900","ACTIVE","WING","joneskc5","06/19/2013","converted","10/29/1998","02/23/2004",""
627,"PCR","AK","010",626,"HOMER FLIGHT","FLIGHT","01/01/1900","ACTIVE","UNIT","joneskc5","06/19/2013","converted","10/29/1998","02/23/2004",""
629,"PCR","AK","066",626,"BETHEL COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","joneskc5","06/19/2013","converted","10/29/1998","02/23/2004","Meetings are held at the US Fish and Wildlife Services Conference Room."
632,"SER","FL","011",975,"NORTH PERRY COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","becka2","02/10/2016","converted","10/29/1998","02/23/2004",""
633,"NCR","MN","065",575,"GROUP 3","GROUP","01/01/1900","ACTIVE","GROUP","hament","12/23/1998","converted","10/29/1998","02/23/2004",""
635,"GLR","IL","312",554,"CHICAGO COMPOSITE SQUADRON","COMPOSITE","03/16/2010","ACTIVE","UNIT","oethrl","10/05/2015","converted","10/29/1998","03/16/2010",""
636,"PCR","WA","999",447,"WA STATE LEGISLATIVE SQ","SENIOR","01/01/1900","ACTIVE","UNIT","converted","07/31/1997","converted","10/29/1998","02/23/2004",""
637,"GLR","MI","276",1985,"LAPEER COMPOSITE  SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","schneidergn","10/19/2012","converted","10/29/1998","02/23/2004","The second week of the month is our P.T. week, and meeting location is changed. During cold weather we meet at the Lapeer Community Center, and during warmer months at the Attica Twp. Park.  It is best to call ahead on these weeks to verify location.  "
640,"MER","DE","008",27,"DELAWARE AIR NATIONAL GUARD CADET SQ","CADET","01/01/1900","ACTIVE","UNIT","egryel","06/16/2008","converted","10/29/1998","02/23/2004","Every 4th Thursday (April to August) the squadron meets at the Delcastle Recreational Area (lower Tennis Court parking area), for Physical Fitness Training and Testing.  January to March and September to December the 4th Thursday meetings are at above location."
641,"PCR","WA","044",2667,"YAKIMA COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","lantzrn","09/19/2014","converted","10/29/1998","02/23/2004","Squadron is on the South side of the Yakima Airport. CAP Radio is active on Yakima Repeater during meeting time. Web Address www.yakimacap.org updated as new info is available."
642,"PCR","CA","070",188,"LOS ANGELES COUNTY GROUP 1","GROUP","01/01/1900","ACTIVE","GROUP","gjones","12/06/2000","converted","10/29/1998","02/23/2004","Staff meeting times and locations vary. "
643,"PCR","CA","127",642,"EL MONTE COMPOSITE SQDN 21","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004","1st Week - Safety  Leadership2nd Week - Character Development  Leadership3rd Week - Aerospace Education  Leadership4th Week - Physical Fitness  Emergency Services"
644,"PCR","CA","292",642,"LOS ANGELES CADET SQDN 138","CADET","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004",""
646,"PCR","CA","116",642,"SAN FERNANDO CADET SQDN 137","CADET","01/01/1900","ACTIVE","UNIT","jgriggs","09/25/2003","converted","10/29/1998","02/23/2004",""
649,"PCR","WA","019",2666,"SOUTH SOUND COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","lantzrn","09/19/2014","converted","10/29/1998","02/23/2004",""
650,"SWR","LA","005",194,"BARKSDALE COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","wolfjj","04/29/2008","converted","10/29/1998","02/23/2004",""
651,"GLR","IN","214",2258,"BAKALAR  COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","02/03/2009","converted","10/29/1998","02/23/2004","Unit Recruiter  Charles Dilsizian dilsizian@gmail.com 812-526-8149"
652,"NER","NH","001",265,"NEW HAMPSHIRE WING HQ","WING","01/01/1900","ACTIVE","WING","converted","03/30/1998","converted","10/29/1998","02/23/2004",""
653,"NER","NH","000",652,"NEW HAMP WING HQ SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","converted","08/29/1997","converted","10/29/1998","02/23/2004",""
655,"SER","MS","057",846,"GOLDEN TRIANGLE COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","hament","12/29/1998","converted","10/29/1998","02/23/2004","Senior members meet on the 1st Tuesday of the month at the GTR airport in the main terminal building, 2nd floor conference room.  Cadets meet at GTR airport, Hanger M, every Thursday @ 1830"
656,"NHQ","NHQ","NTC",713,"NATIONAL TECHNOLOGY CTR","SENIOR","01/01/1900","ACTIVE","UNIT","RSKONEKI","10/07/1999","converted","10/29/1998","02/23/2004",""
657,"NHQ","NHQ","WDC",713,"WASHINGTON DC OFFICE","SENIOR","01/01/1900","ACTIVE","UNIT","ddaniel","09/08/1999","converted","10/29/1998","02/23/2004",""
658,"PCR","NV","029",617,"ELKO COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","hament","12/23/1998","converted","10/29/1998","02/23/2004","GENERAL MEMBERSHIP MEETS 1ST & 3RD THURS.  STAFF MEETING 2ND, 4TH & 5TH (IF ANY) THURS.  CADETS MEET EVERY MON AT 1730 UNLESS OTHERWISE NOTIFIED"
659,"PCR","NV","050",617,"BLACKHAWK COMPOSITE SQDN 7","COMPOSITE","01/01/1900","ACTIVE","UNIT","hament","12/23/1998","converted","10/29/1998","02/23/2004",""
660,"NER","MA","019",1475,"BEVERLY COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jwright","03/28/2002","converted","10/29/1998","02/23/2004","Unit Phone # 978-921-5454"
663,"PCR","CA","016",1613,"MARIN SEARCH AND RESCUE COMP SQUADRON 23","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","06/05/2003","converted","10/29/1998","02/23/2004",""
665,"SWR","OK","074",2695,"CLEVELAND COUNTY COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","rossdm","06/05/2015","converted","10/29/1998","02/23/2004","Do not park in front of building or hangar doors.  Ramp speed limit is 10 MPH."
666,"NER","NY","084",94,"SOUTH CENTRAL GROUP","GROUP","01/01/1900","ACTIVE","GROUP","converted","09/10/1997","converted","10/29/1998","02/23/2004","Group Commanders Call, 4th Saturday of each month. From 10AM to 1PM."
667,"NER","NY","024",94,"WESTERN NEW YORK GROUP","GROUP","01/01/1900","ACTIVE","GROUP","hament","12/23/1998","converted","10/29/1998","02/23/2004",""
668,"NER","NY","355",666,"ITHACA COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","sidesmf","01/31/2014","converted","10/29/1998","02/23/2004",""
669,"SWR","TX","295",2239,"THUNDERBOLT COMPOSITE SQUADRON","COMPOSITE","11/10/1969","ACTIVE","UNIT","wrightjm2","03/27/2013","converted","10/29/1998","02/23/2004","July 2013   - Maintenance Completed26 Oct 2015 - Organizational Check Completed and Verified. (Found Date Chartered as unit 42295 in 10 November 1969)"
671,"NER","CT","073",2622,"CONNECTICUT MINUTEMAN COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","cioffidj","10/15/2014","converted","10/29/1998","02/23/2004",""
672,"NER","PA","066",2132,"HAZLETON COMPOSITE SQDN 203","COMPOSITE","01/01/1900","ACTIVE","UNIT","meinertrl","09/28/2005","converted","10/29/1998","02/23/2004",""
674,"RMR","CO","141",1667,"MONTROSE COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004","SENIORS MEET 1ST MONDAY OF EVERY MONTH AND SOME 3RD MONDAYS FOR TRAINING 1900-2100, CADETS MEET EVERY THURSDAY 1900-2100"
677,"NCR","ND","046",1228,"RED RIVER VALLEY SENIOR SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","jwright","09/19/2001","converted","10/29/1998","02/23/2004",""
680,"PCR","AK","017",626,"17TH COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","joneskc5","06/19/2013","converted","10/29/1998","02/23/2004","Cadets meet at JBER Aeroclub Hangar, Saturdays, from Noon to 3p.Seniors meet at JBER Aero Club Hangar, 1st and 3rd Tuesday of the month, from 6p-7p."
681,"NCR","NE","068",83,"CAPITAL CITY SENIOR SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","ddaniel","09/08/1999","converted","10/29/1998","02/23/2004",""
682,"NER","ME","001",265,"MAINE WING HQ","WING","01/01/1900","ACTIVE","WING","converted","10/02/1997","converted","10/29/1998","02/23/2004","Meeting time given above is for monthly staff meeting; Tuesday work sessions are held in Bldg 8"
687,"MER","MER","001",687,"MIDDLE EAST REGION HQ","REGION","01/01/1900","ACTIVE","REGION","converted","11/14/1997","converted","10/29/1998","02/23/2004","The unit contact information is temporary until new commander is selected later in 2014. At that time it will be updated.DSFriedenberg, MERDP"
688,"SWR","OK","000",314,"OKLAHOMA ADMIN COMP SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","joneskc5","03/27/2012","converted","10/29/1998","02/23/2004",""
689,"SWR","OK","151",2693,"STARBASE COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","rossdm","06/05/2015","converted","10/29/1998","02/23/2004","Starbase Composite Squadron meets on Tuesday evenings at the Tulsa Air National Guard Base.  Please contact Capt. Gary Sutherland for more information.   "
690,"SER","FL","293",979,"PATRICK COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","ferrisdj","04/17/2012","converted","10/29/1998","02/23/2004",""
691,"NER","NY","134",94,"CENTRAL NEW YORK GROUP","GROUP","01/01/1900","ACTIVE","GROUP","hament","12/23/1998","converted","10/29/1998","02/23/2004","Group Staff and Squadron Commanders meet on the 3rd Thursday of every month at the Group HQ."
692,"SER","FL","242",979,"ORLANDO CADET SQUADRON","CADET","01/01/1900","ACTIVE","UNIT","ferrisdj","04/17/2012","converted","10/29/1998","02/23/2004","Currently looking for motivated adults and youth who are interested in helping us serve our community, state and nation by fulfilling our threefold mission; Aerospace Education, Cadet Programs, and Emergency Services. Please visit our unit website, fl242.flwg.us, for an accurate map to our meeting location."
693,"NCR","MN","016",1111,"DULUTH COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004","MEETS AT A/P DULUTH ANNEX HANGAR #2"
694,"NER","MA","006",1475,"OLD COLONY CADET SQUADRON","CADET","01/01/1900","ACTIVE","UNIT","becka2","06/03/2013","converted","10/29/1998","02/23/2004","ENTER THROUGH GATE 3 FROM THE PARKING LOT"
695,"SER","FL","373",1388,"NAPLES CADET SQDN","CADET","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004",""
698,"SER","GA","069",702,"AUGUSTA COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","greenwoodrj","04/11/2015","converted","10/29/1998","02/23/2004",""
699,"NER","NY","173",667,"TAK COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","03/27/2001","converted","10/29/1998","02/23/2004",""
700,"SER","PR","034",1443,"ARECIBO CADET SQDN","CADET","01/01/1900","ACTIVE","UNIT","fernandezc","01/11/2016","converted","10/29/1998","02/23/2004","ANTIGUA ESCUELA DRA. MARIA CADILLA"
702,"SER","GA","122",39,"GROUP 4","GROUP","01/01/1900","ACTIVE","GROUP","joneskc5","12/07/2010","converted","10/29/1998","02/23/2004",""
703,"NER","PA","093",904,"COMPOSITE SQDN 1001","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/08/2001","converted","10/29/1998","02/23/2004",""
704,"NER","PA","048",904,"PHILADELPHIA COMPOSITE SQDN 103","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/08/2001","converted","10/29/1998","02/23/2004",""
705,"NER","PA","109",256,"SOMERSET COUNTY COMPOSITE SQDN 1502","COMPOSITE","01/01/1900","ACTIVE","UNIT","jwright","09/21/2001","converted","10/29/1998","02/23/2004",""
709,"NER","PA","080",904,"CHESTER COUNTY COMPOSITE SQDN 1008","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","03/24/2008","converted","10/29/1998","02/23/2004","For meetings, please enter through canopied entrance B."
710,"NER","PA","105",904,"DELCO COMPOSITE SQDN 1007","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/08/2001","converted","10/29/1998","02/23/2004",""
713,"NHQ","NHQ","000",713,"NATL HQS UNIT","SENIOR","01/01/1900","ACTIVE","UNIT","sparker","10/23/2003","converted","10/29/1998","02/23/2004",""
716,"PCR","WA","002",2668,"GREEN RIVER COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","lantzrn","09/19/2014","converted","10/29/1998","02/23/2004","Friend us at Green River Composite Squadron on Facebookwww.facebook.com GRCSCAP or our web page www.grcscap.com**** New Meeting Place and Date ***Auburn Fraternal Order of Eagles (AFOE) 702 M St SE, Auburn, WA 98002Thursday nights, use North Entrance of building"
718,"MER","MD","071",1265,"BETHESDA-CHEVY CHASE COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","kilgallonjc","11/03/2004","converted","10/29/1998","02/23/2004",""
